image_path,steering_angle
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-04-23_622.png,-0.05739562800000002
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-04-28_923.png,-0.09054159987419715
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-04-35_998.png,-0.0011475646576238829
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-04-38_232.png,0.0003674547574028925
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-04-40_661.png,0.0011575339050038363
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-04-43_362.png,0.0006205337784328724
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-04-48_033.png,0.0007413574776336231
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-04-50_463.png,-0.000625787974429565
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-04-53_215.png,-0.0005168740401495177
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-04-55_722.png,-0.00024546641974177976
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-04-58_342.png,0.0004923760687138041
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-05-03_040.png,2.6813365543553176e-05
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-05-10_726.png,-0.11235077835395348
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-05-10_764.png,-0.11375528240586315
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-05-15_061.png,-0.005980867423229968
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-05-15_101.png,-0.007173171774841895
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-05-17_502.png,-0.00047026788442862454
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-05-20_017.png,0.0008116636675973499
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-05-22_541.png,0.0004676362351478619
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-05-23_783.png,4.713447279164302e-05
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-05-24_644.png,0.00019437433324090796
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-05-24_679.png,0.00017493689991681717
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-05-26_916.png,-3.7446643092277154e-06
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-05-29_371.png,-0.0010242265161342222
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-05-32_029.png,-0.00011434451988293751
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-05-36_727.png,-8.208270758637308e-13
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-05-39_132.png,0.0006678405286936816
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-05-44_103.png,6.927018722575963e-05
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-05-44_159.png,6.234316850318367e-05
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-05-46_566.png,2.8338952122616282e-06
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-05-48_964.png,-1.861970680868161e-05
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-05-51_451.png,-1.6422642487472758e-08
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-05-53_858.png,-7.163938529073168e-15
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-05-56_318.png,-6.5337587795134506e-21
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-05-58_821.png,-0.048783675045471916
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-01_189.png,-0.12
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-03_460.png,-0.04482064712667219
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-06_135.png,-0.08591290028310394
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-07_829.png,-0.0007045888464357133
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-08_420.png,-0.039915752670660214
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-10_911.png,0.0012863241944813958
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-13_311.png,0.0005911758624237236
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-15_847.png,0.0011087432184672273
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-15_878.png,0.0009978688966205047
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-18_506.png,1.51777499072159e-10
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-18_544.png,1.365997491649431e-10
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-23_500.png,-0.0020794036052727096
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-25_888.png,-1.9390439599822393e-08
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-28_392.png,0.0011294409146776858
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-30_848.png,6.025654955070054e-05
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-30_880.png,5.4230894595630485e-05
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-33_342.png,1.4902684481473963e-05
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-35_524.png,-8.672027189952747e-07
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-40_360.png,-3.348373122377777e-11
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-50_180.png,-0.004237590828161541
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-50_238.png,-0.0038138317453453876
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-50_286.png,-0.003432448570810849
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-50_374.png,-0.003089203713729764
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-50_479.png,-0.0027802833423567876
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-50_563.png,-0.002502255008121109
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-50_606.png,-0.002252029507308998
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-50_751.png,-0.002026826556578098
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-50_837.png,-0.0018241439009202883
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-50_906.png,-0.0016417295108282597
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-50_951.png,-0.0013298009037708903
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-51_094.png,-0.00316966363820253
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-51_134.png,-0.004730166940061243
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-51_163.png,-0.0063852018044896364
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-51_215.png,-0.010464021584289161
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-51_256.png,-0.012062147154272798
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-06-51_298.png,-0.013575846859106256
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-07-00_198.png,-0.08093141749952489
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-07-05_322.png,-0.00327799503590279
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-07-10_246.png,-2.3063758968291474e-08
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-07-12_483.png,7.17299692169286e-06
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-07-17_543.png,4.430016153992291e-06
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-07-20_151.png,2.3580711795795774e-08
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-07-22_623.png,2.3896024062074105e-14
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-07-25_089.png,-0.005518446217112854
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-07-30_247.png,-0.12
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-07-35_124.png,-0.007367299040954027
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-07-37_736.png,-0.025962297389791937
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-07-40_239.png,0.0045023856886285
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-07-42_611.png,0.12
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-07-45_043.png,0.019574767470132603
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-07-47_467.png,0.09538139136622689
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-07-47_518.png,0.09767267906570887
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-07-49_943.png,-0.059378316656023014
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-07-52_462.png,-0.05484832237040467
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-07-54_928.png,-0.10539934028156502
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-07-57_616.png,-0.014589198550868323
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-08-00_097.png,-0.05720268235799956
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-08-02_623.png,-0.12
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-08-05_424.png,-0.038345647154200746
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-08-07_938.png,-0.000952970915361677
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-08-10_316.png,-0.01899865162791308
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-08-13_144.png,-7.922589172031977e-09
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-08-15_905.png,0.0013304223763000317
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-08-18_567.png,4.712073501463564e-05
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-08-23_791.png,0.00682892466320197
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-08-25_963.png,0.0009681272106942236
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-08-26_002.png,0.0008713144896248013
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-08-30_889.png,-0.06249404831594441
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-08-33_430.png,-0.12
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-08-36_119.png,-0.0008292945377782759
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-08-38_549.png,-0.0007874275271559372
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-08-41_271.png,6.688206647966906e-06
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-08-43_842.png,0.0022942982832444827
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-08-46_222.png,-0.08304794757735882
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-08-48_730.png,-0.12
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-08-50_970.png,-0.12
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-08-53_740.png,-0.013848316456329522
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-08-56_116.png,0.0006542808056729451
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-08-58_621.png,-4.4973655707847216e-07
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-09-08_847.png,-0.03804858483656066
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-09-11_305.png,0.01907972756474186
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-09-14_090.png,-0.00519306615696318
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-09-16_546.png,-4.89337910375477e-05
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-09-18_950.png,0.000997812090453827
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-09-21_212.png,0.00043048829157184845
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-09-23_683.png,-0.026588106184226138
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-09-26_076.png,-0.0373530512074997
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-09-26_136.png,-0.03970428737445583
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-09-28_499.png,-0.0953406877246149
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-09-33_149.png,0.0028390894987043226
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-09-35_664.png,-0.0025982616502538826
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-09-38_163.png,-0.00028614897206270763
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-09-40_829.png,4.429781121349245e-05
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-09-43_367.png,0.0001433802126722563
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-09-45_858.png,0.00047606510631994055
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-09-48_316.png,-2.786852575345408e-08
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-09-55_894.png,-1.0003293016728336e-07
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-09-58_118.png,5.057033455794248e-06
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-00_591.png,2.2087917225606335e-06
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-03_047.png,1.070584789399442e-12
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-05_551.png,-0.010799803390074832
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-08_272.png,-0.10187563908537026
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-08_318.png,-0.10387543270200432
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-10_678.png,-0.12
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-12_910.png,-0.0525362121924203
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-20_223.png,-0.0011820340023104997
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-20_264.png,-0.0010638306020794499
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-22_659.png,-0.001306353031879521
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-22_699.png,-0.001175717728691569
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-25_194.png,-9.021637831087545e-09
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-30_139.png,0.0006826693528600878
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-32_797.png,0.00010759520937889086
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-32_851.png,9.683568844100177e-05
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-35_122.png,-0.0004853125927399061
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-37_509.png,-0.0016097472682995576
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-40_063.png,0.00043184167939670066
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-44_963.png,-0.00012782967242313894
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-47_491.png,0.0004238892409005723
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-48_571.png,-0.00015531612662921348
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-48_708.png,-0.00011322545631269663
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-49_260.png,-3.1978213144244636e-05
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-49_320.png,-2.590235264683816e-05
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-49_860.png,-0.00017833854607529075
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-50_235.png,-1.9513623434741966e-05
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-50_561.png,-4.464091133608553e-06
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-50_596.png,-4.017682020247697e-06
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-51_998.png,-6.913870625693236e-06
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-52_079.png,-5.040211686130369e-06
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-52_317.png,-1.952681276104143e-06
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-53_316.png,-1.3804774140718441e-08
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-53_363.png,-1.2424296726646596e-08
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-55_851.png,-0.00016159475552146238
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-58_241.png,0.0007664514591692524
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-10-58_279.png,0.0006898063132523271
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-11-02_829.png,-0.008899782303166908
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-11-07_791.png,-0.07954476552686299
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-11-14_700.png,0.002478008251102194
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-11-16_978.png,0.004063664423018982
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-11-19_454.png,8.746643274651281e-05
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-11-19_498.png,7.871978947186153e-05
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-11-21_916.png,-0.001000641950681304
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-11-24_344.png,-3.785369218888356e-05
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-11-24_398.png,-3.40683229699952e-05
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-11-26_896.png,-2.6766666213526993e-05
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-11-26_930.png,-2.408999959217429e-05
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-11-29_523.png,2.449113264265925e-07
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-11-32_039.png,1.5553977170573558e-06
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-11-34_418.png,1.7777265866638635e-07
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-11-36_823.png,-8.721873443198486e-05
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-11-39_187.png,5.935766583411144e-05
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-11-43_755.png,-0.0009665788866080192
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-11-46_162.png,-0.011692787039970556
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-11-48_624.png,-0.06226368042572936
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-11-51_083.png,-0.010096389522569353
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-11-55_755.png,-0.029327285762553272
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-11-58_226.png,-0.02172376174242052
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-12-03_106.png,-0.0036048227858907285
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-12-05_484.png,0.00041810750297176404
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-12-15_330.png,0.0011696504783445692
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-12-17_645.png,-0.00018111821780518453
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-12-20_149.png,-0.0009559932195618171
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-12-24_954.png,-1.9918846891489093e-09
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-12-27_346.png,-0.09816738902491022
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-12-32_309.png,-0.10205360369647268
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-12-32_363.png,-0.09184824332682542
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-12-34_494.png,-0.11523912287441226
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-12-36_697.png,-0.04901448882127994
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-12-53_579.png,0.0
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-12-54_519.png,0.0
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-12-57_634.png,-0.0005045756464027029
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-12-57_876.png,0.0009953509545329601
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-12-58_280.png,0.002428638162304254
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-12-58_381.png,0.004956337690193982
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-12-59_055.png,0.007884132595543762
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-12-59_224.png,0.003250746158466692
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-12-59_557.png,0.002405120935564134
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-12-59_721.png,0.0011503618876054255
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-12-59_770.png,0.0009317931289603948
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-12-59_792.png,0.0008386138160643554
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-12-59_834.png,0.0017589816516080754
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-12-59_877.png,0.0014247751378025412
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-13-00_033.png,0.0006814655316080283
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-13-00_271.png,0.00014030770978625876
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-13-00_296.png,0.0001262769388076329
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-13-00_311.png,0.0012138717870231485
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-13-00_424.png,0.00597197140692847
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-13-00_775.png,0.040793005833031463
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-13-00_932.png,0.045894391139826185
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-13-00_949.png,0.048502507983360456
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-13-00_977.png,0.050757336399193116
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-13-01_027.png,0.05826775057855585
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-13-01_071.png,0.06302966638745403
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-13-01_091.png,0.06575645381984939
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-13-01_213.png,0.0703264014887564
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-13-01_234.png,0.07284296872856656
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-13-01_312.png,0.08246536731827667
C:\Users\anton\Desktop\Dataset\dataset_images\2025-06-18_01-13-01_339.png,0.08498140128434305
